person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_credit_hist,working_start_age,interest_burden,default_flag,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
11.998439434579149,2.0,35000,7.49,0,0.22,0,4,7000.0,23.0,262150.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11.827743504053695,9.0,34800,16.77,0,0.25,1,2,11600.0,16.0,583596.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11.082157933374816,4.0,34000,17.58,1,0.52,0,4,6800.0,18.0,597720.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9.303921785597714,0.0,1500,7.29,0,0.14,0,3,375.0,24.0,10935.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11.289794413577894,3.0,33950,14.54,1,0.42,1,4,6790.0,19.0,493633.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
11.123535457318734,8.0,33000,12.68,1,0.49,0,3,8250.0,16.0,418440.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9.305741456739435,3.0,4575,17.74,1,0.42,1,3,1143.75,18.0,81160.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9.305741456739435,0.0,1400,9.32,0,0.13,0,3,350.0,23.0,13048.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11.082157933374816,6.0,32500,9.99,1,0.5,0,3,8125.0,18.0,324675.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9.340491056441229,5.0,4000,12.84,1,0.35,1,2,1333.3333333333333,16.0,51360.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9.351926736038054,5.0,2000,11.12,1,0.17,0,3,500.0,16.0,22240.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11.695255355062795,2.0,32000,6.62,0,0.27,0,2,10666.666666666666,23.0,211840.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11.461642696843066,7.0,31050,14.17,1,0.33,1,3,7762.5,19.0,439978.5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
12.631343648903034,2.0,24250,13.85,0,0.08,0,3,6062.5,23.0,335862.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12.611541086966115,10.0,7800,13.49,0,0.03,0,4,1560.0,16.0,105222.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9.392745258631441,5.0,2500,7.51,1,0.21,0,4,500.0,16.0,18775.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10.778977123006351,1.0,30000,18.39,1,0.63,0,2,10000.0,21.0,551700.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
11.06665398721974,8.0,30000,14.54,1,0.47,1,3,7500.0,16.0,436200.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11.225256725762893,4.0,30000,16.89,1,0.4,1,4,6000.0,21.0,506700.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
11.035711906538346,6.0,30000,17.99,1,0.41,0,2,10000.0,20.0,539700.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9.392745258631441,4.0,2500,12.69,1,0.21,0,3,625.0,20.0,31725.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12.611541086966115,10.0,20000,7.88,0,0.07,0,4,4000.0,16.0,157600.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.611541086966115,1.0,24250,19.41,0,0.08,1,2,8083.333333333333,22.0,470692.5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
12.611541086966115,9.0,10000,10.38,0,0.03,0,4,2000.0,17.0,103800.00000000001,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
12.611541086966115,0.0,25000,15.33,0,0.08,0,3,6250.0,26.0,383250.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12.611541086966115,9.0,18000,16.45,0,0.06,0,3,4500.0,16.0,296100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11.29838232387519,8.0,30000,7.49,1,0.37,0,3,7500.0,18.0,224700.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11.101960259016467,4.0,30000,12.69,1,0.38,0,3,7500.0,18.0,380700.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11.396717438335704,0.0,30000,6.62,1,0.34,0,3,7500.0,26.0,198600.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11.264476926102367,7.0,30000,18.62,1,0.38,1,3,7500.0,16.0,558600.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11.429598202380475,6.0,30000,15.23,1,0.33,1,3,7500.0,17.0,456900.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
11.48247656671073,7.0,30000,10.65,1,0.31,0,2,10000.0,16.0,319500.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
11.695255355062795,9.0,30000,7.9,0,0.25,0,4,6000.0,16.0,237000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12.54254845357358,4.0,10000,15.96,0,0.04,1,3,2500.0,22.0,159600.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
12.532151774715706,0.0,20000,11.48,0,0.07,0,3,5000.0,26.0,229600.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
11.759793355371237,9.0,30000,7.29,0,0.23,0,4,6000.0,16.0,218700.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11.782960235741939,0.0,30000,5.99,0,0.23,0,4,6000.0,21.0,179700.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12.524530013005734,6.0,12000,11.58,0,0.04,0,2,4000.0,16.0,138960.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12.309761264347044,9.0,25000,15.7,1,0.1,0,2,8333.333333333334,16.0,392500.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11.156264806643742,6.0,29100,15.99,1,0.42,0,3,7275.0,16.0,465309.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9.392745258631441,7.0,1500,14.84,0,0.13,1,3,375.0,15.0,22260.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12.468440756144114,10.0,28000,10.99,0,0.11,0,3,7000.0,16.0,307720.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
12.464587201678082,9.0,20000,14.42,0,0.08,1,2,6666.666666666667,16.0,288400.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12.449022745701502,9.0,9600,6.99,0,0.04,0,2,3200.0,15.0,67104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.429220196836383,2.0,25000,13.49,0,0.1,0,4,5000.0,23.0,337250.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9.392745258631441,6.0,3000,13.61,1,0.25,1,3,750.0,15.0,40830.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
11.082157933374816,2.0,28000,7.9,1,0.43,0,2,9333.333333333334,21.0,221200.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11.350418300109132,2.0,28000,7.49,1,0.33,0,3,7000.0,24.0,209720.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9.392745258631441,2.0,6100,7.51,1,0.51,0,3,1525.0,24.0,45811.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11.385103457032141,6.0,28000,9.91,1,0.32,0,3,7000.0,16.0,277480.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
9.392745258631441,0.0,4200,13.48,1,0.35,1,4,840.0,21.0,56616.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
9.392745258631441,6.0,4750,7.14,1,0.4,0,2,1583.3333333333333,16.0,33915.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.326656125928176,0.0,28000,15.99,1,0.34,1,4,5600.0,24.0,447720.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
12.429220196836383,2.0,18000,12.98,0,0.07,1,3,4500.0,22.0,233640.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.429220196836383,4.0,4800,13.57,0,0.02,0,3,1200.0,140.0,65136.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11.51293546492023,5.0,28000,12.69,0,0.28,0,3,7000.0,20.0,355320.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11.608244735642321,10.0,28000,8.9,0,0.25,0,2,9333.333333333334,16.0,249200.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11.926365356462313,7.0,28000,11.11,0,0.19,0,2,9333.333333333334,16.0,311080.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9.392745258631441,5.0,3250,15.68,1,0.27,1,3,812.5,16.0,50960.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.156264806643742,4.0,27500,13.06,1,0.39,1,3,6875.0,18.0,359150.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.200964361058276,5.0,27050,15.62,1,0.37,1,2,9016.666666666666,21.0,422521.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11.326607934898927,5.0,27000,13.49,1,0.33,1,2,9000.0,19.0,364230.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
11.042937835596494,7.0,26000,11.71,1,0.42,0,2,8666.666666666666,16.0,304460.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11.695255355062795,1.0,25600,12.69,0,0.21,0,3,6400.0,22.0,324864.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9.422301633887823,2.0,1600,13.57,0,0.13,0,3,400.0,22.0,21712.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11.002116507732017,0.0,25475,10.99,1,0.42,0,3,6368.75,22.0,279970.25,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
12.36308066783498,3.0,20000,14.27,0,0.09,1,4,4000.0,22.0,285400.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12.36308066783498,8.0,20000,8.88,0,0.09,0,4,4000.0,16.0,177600.00000000003,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
12.36308066783498,10.0,21600,12.18,0,0.09,0,3,5400.0,16.0,263088.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.30594060467835,6.0,11900,14.42,1,0.05,1,3,2975.0,19.0,171598.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.356649805075568,0.0,25000,14.17,0,0.11,1,2,8333.333333333334,26.0,354250.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12.345838935721968,5.0,35000,13.99,0,0.15,0,4,7000.0,20.0,489650.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11.326607934898927,7.0,25300,10.99,1,0.3,0,3,6325.0,16.0,278047.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9.441531454869693,3.0,1750,13.61,0,0.14,0,3,437.5,22.0,23817.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
10.657282884047461,3.0,25000,12.73,1,0.59,1,3,6250.0,18.0,318250.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9.458527693729824,0.0,3000,12.87,1,0.23,1,4,600.0,25.0,38610.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9.469700127423375,1.0,3650,9.91,1,0.28,0,3,912.5,23.0,36171.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.328294703023394,4.0,20000,11.49,0,0.09,0,4,4000.0,22.0,229800.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.323860125621126,0.0,30000,19.91,0,0.13,1,2,10000.0,25.0,597300.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12.269052139516223,6.0,35000,10.65,1,0.16,0,2,11666.666666666666,20.0,372750.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.469700127423375,0.0,4500,11.83,1,0.35,0,4,900.0,24.0,53235.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.47247384058159,0.0,2400,13.49,1,0.18,1,2,800.0,23.0,32376.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10.645448706505872,6.0,25000,14.59,1,0.6,1,2,8333.333333333334,16.0,364750.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
10.778977123006351,2.0,25000,9.64,1,0.52,0,4,5000.0,24.0,241000.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9.47247384058159,1.0,3600,14.59,1,0.28,0,3,900.0,24.0,52524.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
10.65398340661328,1.0,25000,16.35,1,0.59,1,3,6250.0,24.0,408750.00000000006,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
10.799595985047786,4.0,25000,10.99,1,0.51,0,2,8333.333333333334,17.0,274750.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
12.323860125621126,0.0,25000,18.67,0,0.11,0,2,8333.333333333334,25.0,466750.00000000006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.323860125621126,1.0,3000,9.32,0,0.01,0,4,600.0,25.0,27960.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12.323860125621126,8.0,7500,8.63,0,0.03,0,2,2500.0,15.0,64725.00000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.323860125621126,2.0,25000,10.08,0,0.11,0,2,8333.333333333334,24.0,252000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10.809020627757324,5.0,25000,11.83,1,0.51,0,3,6250.0,17.0,295750.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
10.819798284210286,1.0,25000,7.9,1,0.5,0,3,6250.0,22.0,197500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.819798284210286,4.0,25000,5.99,1,0.5,0,2,8333.333333333334,21.0,149750.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10.691967639914864,2.0,25000,15.33,1,0.57,0,2,8333.333333333334,22.0,383250.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.819798284210286,1.0,25000,11.83,1,0.5,0,4,5000.0,22.0,295750.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
10.819878279410617,0.0,25000,10.36,1,0.5,0,2,8333.333333333334,22.0,259000.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
10.819878279410617,3.0,25000,12.23,1,0.5,0,3,6250.0,19.0,305750.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
10.859018228147887,2.0,25000,11.11,1,0.48,0,4,5000.0,20.0,277750.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9.488047863280759,3.0,4950,7.9,1,0.38,0,4,990.0,20.0,39105.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.301387370778713,1.0,25000,11.58,0,0.11,0,2,8333.333333333334,23.0,289500.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12.283038316285214,5.0,21000,8.9,0,0.1,0,3,5250.0,18.0,186900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.283038316285214,2.0,25000,16.07,0,0.12,0,3,6250.0,23.0,401750.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12.283038316285214,10.0,20000,14.22,0,0.09,1,2,6666.666666666667,16.0,284400.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12.278397958261774,7.0,35000,14.79,0,0.16,1,3,8750.0,16.0,517649.99999999994,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12.278397958261774,11.0,12000,7.88,0,0.06,0,2,4000.0,15.0,94560.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.859018228147887,1.0,25000,13.22,1,0.48,0,2,8333.333333333334,22.0,330500.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10.736418414365376,2.0,25000,11.86,1,0.54,0,4,5000.0,24.0,296500.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10.87806606028079,5.0,25000,13.43,1,0.47,1,4,5000.0,17.0,335750.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
10.757924157061597,0.0,25000,15.28,1,0.53,1,2,8333.333333333334,26.0,382000.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
10.757924157061597,1.0,25000,17.93,1,0.53,0,2,8333.333333333334,22.0,448250.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
9.488047863280759,2.0,1400,9.25,0,0.11,0,4,280.0,21.0,12950.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.488047863280759,0.0,4500,12.98,1,0.34,0,4,900.0,21.0,58410.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
12.25486757159303,6.0,16000,10.62,0,0.08,0,4,3200.0,16.0,169920.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12.25486757159303,10.0,22000,11.83,0,0.1,0,4,4400.0,16.0,260260.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
10.778977123006351,5.0,25000,18.43,1,0.52,0,2,8333.333333333334,21.0,460750.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10.915106645867503,4.0,25000,11.36,1,0.45,0,3,6250.0,19.0,284000.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
10.915106645867503,4.0,25000,15.65,1,0.45,1,3,6250.0,19.0,391250.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
10.918083973194406,8.0,25000,13.22,1,0.45,1,4,5000.0,16.0,330500.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10.933124826700707,4.0,25000,12.87,1,0.45,0,2,8333.333333333334,22.0,321750.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12.223426197857627,8.0,20000,13.04,0,0.1,0,3,5000.0,16.0,260799.99999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12.154784614286667,5.0,22000,17.58,1,0.12,1,3,5500.0,18.0,386759.99999999994,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9.541153770388567,2.0,7750,17.04,1,0.56,0,4,1550.0,21.0,132060.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
11.002116507732017,0.0,25000,10.99,1,0.42,0,3,6250.0,24.0,274750.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
11.002116507732017,2.0,25000,11.11,1,0.42,0,3,6250.0,22.0,277750.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
10.896757843893464,7.0,25000,14.83,1,0.46,1,2,8333.333333333334,19.0,370750.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12.206077645517674,8.0,12000,12.69,0,0.06,0,2,4000.0,16.0,152280.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
12.206077645517674,8.0,12000,13.49,0,0.06,0,2,4000.0,16.0,161880.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12.206077645517674,5.0,16000,14.65,0,0.08,0,4,3200.0,16.0,234400.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.896757843893464,3.0,25000,16.82,1,0.46,0,4,5000.0,22.0,420500.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
11.002116507732017,3.0,25000,12.73,1,0.42,0,3,6250.0,20.0,318250.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
11.002116507732017,7.0,25000,10.25,1,0.42,0,4,5000.0,16.0,256250.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
11.002116507732017,6.0,25000,10.99,1,0.42,0,4,5000.0,15.0,274750.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
11.034244294530804,9.0,25000,12.73,1,0.4,0,2,8333.333333333334,16.0,318250.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
10.94024216782542,2.0,25000,14.96,1,0.44,1,3,6250.0,20.0,374000.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
12.206077645517674,2.0,25000,13.99,0,0.13,0,2,8333.333333333334,19.0,349750.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12.206077645517674,3.0,24000,7.49,0,0.12,0,4,4800.0,21.0,179760.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.206077645517674,4.0,15000,14.79,0,0.07,0,3,3750.0,22.0,221850.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12.206077645517674,2.0,15500,11.99,0,0.08,0,2,5166.666666666667,23.0,185845.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.206077645517674,8.0,10000,8.49,0,0.05,0,4,2000.0,16.0,84900.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11.097425172408931,3.0,25000,9.91,1,0.38,0,2,8333.333333333334,21.0,247750.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
11.097425172408931,6.0,25000,13.06,1,0.38,1,3,6250.0,16.0,326500.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.206077645517674,6.0,9000,6.17,0,0.04,0,4,1800.0,16.0,55530.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.206077645517674,4.0,6000,11.86,0,0.03,0,2,2000.0,140.0,71160.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12.206077645517674,5.0,18000,16.32,0,0.09,0,3,4500.0,20.0,293760.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
12.206077645517674,2.0,12000,10.38,0,0.06,0,2,4000.0,23.0,124560.00000000001,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12.206077645517674,9.0,23050,14.35,0,0.12,0,3,5762.5,16.0,330767.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11.11240312125122,10.0,25000,15.21,1,0.37,1,2,8333.333333333334,16.0,380250.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
11.112462823634855,3.0,25000,7.9,1,0.37,0,4,5000.0,20.0,197500.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11.112462823634855,2.0,25000,10.99,1,0.37,0,3,6250.0,22.0,274750.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
11.127277689932466,5.0,25000,14.09,1,0.37,1,3,6250.0,19.0,352250.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
11.141876276228,9.0,25000,17.49,1,0.36,0,2,8333.333333333334,16.0,437249.99999999994,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12.206077645517674,0.0,12000,11.48,0,0.06,0,3,3000.0,25.0,137760.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12.144202560946876,10.0,20000,17.74,1,0.11,0,2,6666.666666666667,16.0,354799.99999999994,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.206077645517674,4.0,3000,13.92,0,0.01,0,3,750.0,22.0,41760.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11.156207662970246,9.0,25000,15.21,1,0.36,0,3,6250.0,16.0,380250.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9.575052927597383,2.0,4000,10.99,1,0.28,0,3,1000.0,20.0,43960.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11.156264806643742,3.0,25000,11.86,1,0.36,0,4,5000.0,21.0,296500.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9.575052927597383,5.0,6000,7.49,1,0.42,0,3,1500.0,19.0,44940.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10.934908916663861,7.0,25000,16.49,1,0.38,0,4,5000.0,17.0,412249.99999999994,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11.097425172408931,9.0,25000,15.33,1,0.38,1,2,8333.333333333334,16.0,383250.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11.097425172408931,3.0,25000,11.58,1,0.38,0,4,5000.0,23.0,289500.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9.575052927597383,7.0,5375,5.79,1,0.37,0,2,1791.6666666666667,18.0,31121.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
